[1/300] Average loss: 0.0151, time cost: 1313.98s.
[76/300] Average loss: 0.0114, time cost: 1309.92s.
[77/300] Average loss: 0.0108, time cost: 1311.41s.
[78/300] Average loss: 0.0110, time cost: 1309.63s.
[79/300] Average loss: 0.0110, time cost: 1308.13s.
[80/300] Average loss: 0.0113, time cost: 1307.28s.
[81/300] Average loss: 0.0110, time cost: 1311.72s.
[82/300] Average loss: 0.0110, time cost: 1311.38s.
[83/300] Average loss: 0.0108, time cost: 1311.13s.
[84/300] Average loss: 0.0109, time cost: 1313.88s.
[85/300] Average loss: 0.0109, time cost: 1315.17s.
[86/300] Average loss: 0.0108, time cost: 1313.31s.
[87/300] Average loss: 0.0109, time cost: 1311.83s.
[88/300] Average loss: 0.0111, time cost: 1313.35s.
[89/300] Average loss: 0.0109, time cost: 1313.97s.
[90/300] Average loss: 0.0108, time cost: 1312.12s.
[91/300] Average loss: 0.0107, time cost: 1314.62s.
[92/300] Average loss: 0.0105, time cost: 1315.11s.
[93/300] Average loss: 0.0109, time cost: 1312.99s.
[94/300] Average loss: 0.0107, time cost: 1315.83s.
[95/300] Average loss: 0.0108, time cost: 1315.87s.
[96/300] Average loss: 0.0110, time cost: 1313.79s.
[97/300] Average loss: 0.0108, time cost: 1311.94s.
[98/300] Average loss: 0.0110, time cost: 1316.80s.
[99/300] Average loss: 0.0109, time cost: 1312.29s.
[100/300] Average loss: 0.0112, time cost: 1313.35s.
[101/300] Average loss: 0.0111, time cost: 1311.54s.
[102/300] Average loss: 0.0108, time cost: 1313.68s.
[103/300] Average loss: 0.0110, time cost: 1313.63s.
[104/300] Average loss: 0.0109, time cost: 1312.21s.
[105/300] Average loss: 0.0109, time cost: 1311.67s.
[106/300] Average loss: 0.0111, time cost: 1314.38s.
[107/300] Average loss: 0.0107, time cost: 1315.43s.
[108/300] Average loss: 0.0113, time cost: 1313.41s.
[109/300] Average loss: 0.0111, time cost: 1313.20s.
[110/300] Average loss: 0.0110, time cost: 1313.75s.
[111/300] Average loss: 0.0108, time cost: 1309.37s.
[112/300] Average loss: 0.0109, time cost: 1310.17s.
[113/300] Average loss: 0.0108, time cost: 1308.99s.
[114/300] Average loss: 0.0107, time cost: 1310.62s.
[115/300] Average loss: 0.0108, time cost: 1309.46s.
[116/300] Average loss: 0.0107, time cost: 1310.43s.
[117/300] Average loss: 0.0109, time cost: 1308.82s.
[118/300] Average loss: 0.0110, time cost: 1309.87s.
[119/300] Average loss: 0.0108, time cost: 1309.15s.
[120/300] Average loss: 0.0110, time cost: 1309.44s.
[121/300] Average loss: 0.0106, time cost: 1309.77s.
[122/300] Average loss: 0.0107, time cost: 1310.43s.
[123/300] Average loss: 0.0109, time cost: 1309.77s.
[124/300] Average loss: 0.0110, time cost: 1311.47s.
[125/300] Average loss: 0.0111, time cost: 1309.54s.
[126/300] Average loss: 0.0109, time cost: 1311.24s.
[127/300] Average loss: 0.0106, time cost: 1309.99s.
[128/300] Average loss: 0.0107, time cost: 1308.76s.
[129/300] Average loss: 0.0105, time cost: 1310.23s.
[130/300] Average loss: 0.0108, time cost: 1309.13s.
[131/300] Average loss: 0.0109, time cost: 1309.28s.
[132/300] Average loss: 0.0112, time cost: 1308.28s.
[133/300] Average loss: 0.0111, time cost: 1308.61s.
[134/300] Average loss: 0.0107, time cost: 1310.60s.
[135/300] Average loss: 0.0108, time cost: 1308.76s.
[136/300] Average loss: 0.0109, time cost: 1311.15s.
[137/300] Average loss: 0.0107, time cost: 1309.32s.
[138/300] Average loss: 0.0112, time cost: 1309.50s.
[139/300] Average loss: 0.0106, time cost: 1310.86s.
[140/300] Average loss: 0.0104, time cost: 1312.83s.
[141/300] Average loss: 0.0110, time cost: 1310.62s.
[142/300] Average loss: 0.0107, time cost: 1310.90s.
[143/300] Average loss: 0.0111, time cost: 1310.17s.
[144/300] Average loss: 0.0109, time cost: 1309.78s.
[145/300] Average loss: 0.0107, time cost: 1310.71s.
[146/300] Average loss: 0.0111, time cost: 1309.42s.
[147/300] Average loss: 0.0105, time cost: 1308.91s.
[148/300] Average loss: 0.0110, time cost: 1308.73s.
[149/300] Average loss: 0.0108, time cost: 1311.04s.
[150/300] Average loss: 0.0107, time cost: 1314.59s.
[151/300] Average loss: 0.0106, time cost: 1312.61s.
[152/300] Average loss: 0.0108, time cost: 1312.78s.
[153/300] Average loss: 0.0107, time cost: 1313.42s.
[154/300] Average loss: 0.0111, time cost: 1313.19s.
[155/300] Average loss: 0.0107, time cost: 1309.33s.
[156/300] Average loss: 0.0106, time cost: 1316.41s.
[157/300] Average loss: 0.0107, time cost: 1315.55s.
[158/300] Average loss: 0.0107, time cost: 1314.72s.
[159/300] Average loss: 0.0107, time cost: 1312.00s.
[160/300] Average loss: 0.0109, time cost: 1312.29s.
[161/300] Average loss: 0.0105, time cost: 1313.44s.
[162/300] Average loss: 0.0112, time cost: 1313.15s.
[163/300] Average loss: 0.0107, time cost: 1314.67s.
[164/300] Average loss: 0.0109, time cost: 1315.47s.
[165/300] Average loss: 0.0111, time cost: 1311.77s.
[166/300] Average loss: 0.0106, time cost: 1315.41s.
[167/300] Average loss: 0.0110, time cost: 1313.31s.
[168/300] Average loss: 0.0105, time cost: 1312.13s.
[169/300] Average loss: 0.0108, time cost: 1313.88s.
[170/300] Average loss: 0.0105, time cost: 1314.56s.
[171/300] Average loss: 0.0108, time cost: 1315.43s.
[172/300] Average loss: 0.0105, time cost: 1318.25s.
[173/300] Average loss: 0.0108, time cost: 1312.97s.
[174/300] Average loss: 0.0104, time cost: 1313.70s.
[175/300] Average loss: 0.0108, time cost: 1313.19s.
[176/300] Average loss: 0.0111, time cost: 1311.83s.
[177/300] Average loss: 0.0105, time cost: 1314.42s.
[178/300] Average loss: 0.0106, time cost: 1311.79s.
[179/300] Average loss: 0.0107, time cost: 1309.97s.
[180/300] Average loss: 0.0111, time cost: 1309.04s.
[181/300] Average loss: 0.0109, time cost: 1309.03s.
[182/300] Average loss: 0.0108, time cost: 1309.05s.
[183/300] Average loss: 0.0105, time cost: 1310.36s.
[184/300] Average loss: 0.0108, time cost: 1310.81s.
[185/300] Average loss: 0.0110, time cost: 1310.69s.
[186/300] Average loss: 0.0106, time cost: 1309.14s.
[187/300] Average loss: 0.0107, time cost: 1308.57s.
[188/300] Average loss: 0.0108, time cost: 1310.99s.
[189/300] Average loss: 0.0109, time cost: 1310.47s.
[190/300] Average loss: 0.0108, time cost: 1309.32s.
[191/300] Average loss: 0.0106, time cost: 1309.25s.
[192/300] Average loss: 0.0107, time cost: 1310.71s.
[193/300] Average loss: 0.0105, time cost: 1311.06s.
[194/300] Average loss: 0.0110, time cost: 1308.37s.
[195/300] Average loss: 0.0107, time cost: 1314.64s.
[196/300] Average loss: 0.0107, time cost: 1314.43s.
[197/300] Average loss: 0.0109, time cost: 1315.65s.
[198/300] Average loss: 0.0108, time cost: 1316.19s.
[199/300] Average loss: 0.0107, time cost: 1316.65s.
[200/300] Average loss: 0.0109, time cost: 1311.47s.
[201/300] Average loss: 0.0106, time cost: 1315.24s.
[202/300] Average loss: 0.0108, time cost: 1314.52s.
[203/300] Average loss: 0.0108, time cost: 1312.57s.
[204/300] Average loss: 0.0108, time cost: 1312.46s.
[205/300] Average loss: 0.0106, time cost: 1313.48s.
[206/300] Average loss: 0.0107, time cost: 1314.31s.
[207/300] Average loss: 0.0107, time cost: 1311.33s.
[208/300] Average loss: 0.0108, time cost: 1311.49s.
[209/300] Average loss: 0.0109, time cost: 1312.31s.
[210/300] Average loss: 0.0106, time cost: 1311.56s.
[211/300] Average loss: 0.0111, time cost: 1308.99s.
[212/300] Average loss: 0.0107, time cost: 1309.84s.
[213/300] Average loss: 0.0110, time cost: 1311.48s.
[214/300] Average loss: 0.0108, time cost: 1315.22s.
[215/300] Average loss: 0.0107, time cost: 1312.69s.
[216/300] Average loss: 0.0109, time cost: 1312.22s.
[217/300] Average loss: 0.0110, time cost: 1312.39s.
[218/300] Average loss: 0.0106, time cost: 1315.71s.
[219/300] Average loss: 0.0108, time cost: 1312.84s.
[220/300] Average loss: 0.0109, time cost: 1313.87s.
[221/300] Average loss: 0.0104, time cost: 1315.18s.
[222/300] Average loss: 0.0105, time cost: 1315.54s.
[223/300] Average loss: 0.0110, time cost: 1313.27s.
[224/300] Average loss: 0.0107, time cost: 1314.00s.
[225/300] Average loss: 0.0106, time cost: 1315.49s.
[226/300] Average loss: 0.0107, time cost: 1315.87s.
[227/300] Average loss: 0.0109, time cost: 1312.79s.
[228/300] Average loss: 0.0106, time cost: 1314.90s.
[229/300] Average loss: 0.0107, time cost: 1314.89s.
[230/300] Average loss: 0.0104, time cost: 1314.39s.
[231/300] Average loss: 0.0105, time cost: 1313.06s.
[232/300] Average loss: 0.0105, time cost: 1316.06s.
[233/300] Average loss: 0.0105, time cost: 1317.56s.
[234/300] Average loss: 0.0105, time cost: 1315.46s.
[235/300] Average loss: 0.0104, time cost: 1315.79s.
[236/300] Average loss: 0.0108, time cost: 1315.83s.
[237/300] Average loss: 0.0107, time cost: 1315.63s.
[238/300] Average loss: 0.0106, time cost: 1314.05s.
[239/300] Average loss: 0.0106, time cost: 1314.78s.
[240/300] Average loss: 0.0105, time cost: 1313.49s.
[241/300] Average loss: 0.0110, time cost: 1313.57s.
[242/300] Average loss: 0.0107, time cost: 1316.51s.
[243/300] Average loss: 0.0106, time cost: 1317.13s.
[244/300] Average loss: 0.0106, time cost: 1315.97s.
[245/300] Average loss: 0.0109, time cost: 1313.08s.
[246/300] Average loss: 0.0106, time cost: 1310.53s.
[247/300] Average loss: 0.0111, time cost: 1312.32s.
[248/300] Average loss: 0.0103, time cost: 1312.82s.
[249/300] Average loss: 0.0108, time cost: 1321.66s.
