[1/300] Average loss: 0.0175, time cost: 796.88s.
[126/300] Average loss: 0.0111, time cost: 748.21s.
[127/300] Average loss: 0.0106, time cost: 733.86s.
[128/300] Average loss: 0.0108, time cost: 779.55s.
[129/300] Average loss: 0.0111, time cost: 755.77s.
[130/300] Average loss: 0.0106, time cost: 754.38s.
[131/300] Average loss: 0.0107, time cost: 817.77s.
[132/300] Average loss: 0.0110, time cost: 735.21s.
[133/300] Average loss: 0.0106, time cost: 731.76s.
[134/300] Average loss: 0.0106, time cost: 785.87s.
[135/300] Average loss: 0.0111, time cost: 764.80s.
[136/300] Average loss: 0.0111, time cost: 816.71s.
[137/300] Average loss: 0.0108, time cost: 818.56s.
[138/300] Average loss: 0.0109, time cost: 776.30s.
[139/300] Average loss: 0.0113, time cost: 821.50s.
[140/300] Average loss: 0.0108, time cost: 834.03s.
[141/300] Average loss: 0.0110, time cost: 719.10s.
[142/300] Average loss: 0.0112, time cost: 772.80s.
[143/300] Average loss: 0.0110, time cost: 782.26s.
[144/300] Average loss: 0.0108, time cost: 760.50s.
[145/300] Average loss: 0.0106, time cost: 746.52s.
[146/300] Average loss: 0.0109, time cost: 792.31s.
[147/300] Average loss: 0.0105, time cost: 738.90s.
[148/300] Average loss: 0.0109, time cost: 739.05s.
[149/300] Average loss: 0.0110, time cost: 719.40s.
[150/300] Average loss: 0.0108, time cost: 805.90s.
[151/300] Average loss: 0.0114, time cost: 796.15s.
[152/300] Average loss: 0.0112, time cost: 734.29s.
[153/300] Average loss: 0.0112, time cost: 764.11s.
[154/300] Average loss: 0.0106, time cost: 772.85s.
[155/300] Average loss: 0.0112, time cost: 773.49s.
[156/300] Average loss: 0.0109, time cost: 809.70s.
[157/300] Average loss: 0.0110, time cost: 723.03s.
[158/300] Average loss: 0.0110, time cost: 718.72s.
[159/300] Average loss: 0.0111, time cost: 715.59s.
[160/300] Average loss: 0.0112, time cost: 746.33s.
[161/300] Average loss: 0.0110, time cost: 727.85s.
[162/300] Average loss: 0.0108, time cost: 851.08s.
[163/300] Average loss: 0.0105, time cost: 839.49s.
[164/300] Average loss: 0.0114, time cost: 713.41s.
[165/300] Average loss: 0.0109, time cost: 756.60s.
[166/300] Average loss: 0.0108, time cost: 768.40s.
[167/300] Average loss: 0.0110, time cost: 818.88s.
[168/300] Average loss: 0.0107, time cost: 793.61s.
[169/300] Average loss: 0.0105, time cost: 852.06s.
[170/300] Average loss: 0.0111, time cost: 812.44s.
[171/300] Average loss: 0.0107, time cost: 743.68s.
[172/300] Average loss: 0.0107, time cost: 776.25s.
[173/300] Average loss: 0.0107, time cost: 702.52s.
[174/300] Average loss: 0.0108, time cost: 823.34s.
[175/300] Average loss: 0.0109, time cost: 767.22s.
[176/300] Average loss: 0.0110, time cost: 773.54s.
[177/300] Average loss: 0.0111, time cost: 796.41s.
[178/300] Average loss: 0.0108, time cost: 816.95s.
[179/300] Average loss: 0.0105, time cost: 774.83s.
[180/300] Average loss: 0.0110, time cost: 752.78s.
[181/300] Average loss: 0.0110, time cost: 745.15s.
[182/300] Average loss: 0.0107, time cost: 848.72s.
[183/300] Average loss: 0.0102, time cost: 823.14s.
[184/300] Average loss: 0.0109, time cost: 784.68s.
[185/300] Average loss: 0.0111, time cost: 735.88s.
[186/300] Average loss: 0.0107, time cost: 814.96s.
[187/300] Average loss: 0.0108, time cost: 785.52s.
[188/300] Average loss: 0.0104, time cost: 761.65s.
[189/300] Average loss: 0.0106, time cost: 765.73s.
[190/300] Average loss: 0.0108, time cost: 798.22s.
[191/300] Average loss: 0.0108, time cost: 753.79s.
[192/300] Average loss: 0.0110, time cost: 774.17s.
[193/300] Average loss: 0.0108, time cost: 752.70s.
[194/300] Average loss: 0.0106, time cost: 734.30s.
[195/300] Average loss: 0.0109, time cost: 826.52s.
[196/300] Average loss: 0.0107, time cost: 792.87s.
[197/300] Average loss: 0.0110, time cost: 766.08s.
[198/300] Average loss: 0.0104, time cost: 721.87s.
[199/300] Average loss: 0.0111, time cost: 754.78s.
[200/300] Average loss: 0.0111, time cost: 714.29s.
[201/300] Average loss: 0.0111, time cost: 709.95s.
[202/300] Average loss: 0.0108, time cost: 738.80s.
[203/300] Average loss: 0.0109, time cost: 778.85s.
[204/300] Average loss: 0.0108, time cost: 772.55s.
[205/300] Average loss: 0.0111, time cost: 804.49s.
[206/300] Average loss: 0.0104, time cost: 751.67s.
[207/300] Average loss: 0.0110, time cost: 776.56s.
[208/300] Average loss: 0.0107, time cost: 741.54s.
[209/300] Average loss: 0.0111, time cost: 708.87s.
[210/300] Average loss: 0.0107, time cost: 760.32s.
[211/300] Average loss: 0.0111, time cost: 767.84s.
[212/300] Average loss: 0.0108, time cost: 813.64s.
[213/300] Average loss: 0.0111, time cost: 807.69s.
[214/300] Average loss: 0.0105, time cost: 771.95s.
[215/300] Average loss: 0.0113, time cost: 784.26s.
[216/300] Average loss: 0.0111, time cost: 782.90s.
[217/300] Average loss: 0.0110, time cost: 763.64s.
[218/300] Average loss: 0.0110, time cost: 743.36s.
[219/300] Average loss: 0.0110, time cost: 765.74s.
[220/300] Average loss: 0.0106, time cost: 796.89s.
[221/300] Average loss: 0.0109, time cost: 814.69s.
[222/300] Average loss: 0.0108, time cost: 699.64s.
[223/300] Average loss: 0.0109, time cost: 780.37s.
[224/300] Average loss: 0.0106, time cost: 722.14s.
[225/300] Average loss: 0.0108, time cost: 800.19s.
[226/300] Average loss: 0.0108, time cost: 706.51s.
[227/300] Average loss: 0.0106, time cost: 796.38s.
[228/300] Average loss: 0.0108, time cost: 734.57s.
[229/300] Average loss: 0.0108, time cost: 743.01s.
[230/300] Average loss: 0.0109, time cost: 793.90s.
[231/300] Average loss: 0.0104, time cost: 767.71s.
[232/300] Average loss: 0.0108, time cost: 785.51s.
[233/300] Average loss: 0.0109, time cost: 768.64s.
[234/300] Average loss: 0.0108, time cost: 741.24s.
[235/300] Average loss: 0.0108, time cost: 738.87s.
[236/300] Average loss: 0.0105, time cost: 779.65s.
[237/300] Average loss: 0.0107, time cost: 743.76s.
[238/300] Average loss: 0.0109, time cost: 747.33s.
[239/300] Average loss: 0.0110, time cost: 743.12s.
[240/300] Average loss: 0.0108, time cost: 781.01s.
[241/300] Average loss: 0.0104, time cost: 739.70s.
[242/300] Average loss: 0.0109, time cost: 793.51s.
[243/300] Average loss: 0.0104, time cost: 732.75s.
[244/300] Average loss: 0.0107, time cost: 742.35s.
[245/300] Average loss: 0.0106, time cost: 757.69s.
[246/300] Average loss: 0.0111, time cost: 766.44s.
[247/300] Average loss: 0.0108, time cost: 811.05s.
[248/300] Average loss: 0.0108, time cost: 767.82s.
[249/300] Average loss: 0.0108, time cost: 814.16s.
[250/300] Average loss: 0.0113, time cost: 732.81s.
[251/300] Average loss: 0.0107, time cost: 790.59s.
[252/300] Average loss: 0.0107, time cost: 775.90s.
[253/300] Average loss: 0.0108, time cost: 748.04s.
[254/300] Average loss: 0.0105, time cost: 780.01s.
[255/300] Average loss: 0.0108, time cost: 719.46s.
[256/300] Average loss: 0.0105, time cost: 716.64s.
[257/300] Average loss: 0.0105, time cost: 811.90s.
[258/300] Average loss: 0.0103, time cost: 774.82s.
[259/300] Average loss: 0.0110, time cost: 768.35s.
[260/300] Average loss: 0.0103, time cost: 787.63s.
[261/300] Average loss: 0.0107, time cost: 739.99s.
[262/300] Average loss: 0.0106, time cost: 754.22s.
[263/300] Average loss: 0.0110, time cost: 802.35s.
[264/300] Average loss: 0.0114, time cost: 719.30s.
[265/300] Average loss: 0.0110, time cost: 759.58s.
[266/300] Average loss: 0.0109, time cost: 756.44s.
[267/300] Average loss: 0.0105, time cost: 781.31s.
[268/300] Average loss: 0.0108, time cost: 812.56s.
[269/300] Average loss: 0.0107, time cost: 726.15s.
[270/300] Average loss: 0.0110, time cost: 734.46s.
[271/300] Average loss: 0.0107, time cost: 817.87s.
[272/300] Average loss: 0.0107, time cost: 779.60s.
[273/300] Average loss: 0.0107, time cost: 758.53s.
[274/300] Average loss: 0.0105, time cost: 830.04s.
[275/300] Average loss: 0.0106, time cost: 843.21s.
[276/300] Average loss: 0.0114, time cost: 757.14s.
[277/300] Average loss: 0.0106, time cost: 767.82s.
[278/300] Average loss: 0.0105, time cost: 768.77s.
[279/300] Average loss: 0.0103, time cost: 854.32s.
[280/300] Average loss: 0.0104, time cost: 767.68s.
[281/300] Average loss: 0.0110, time cost: 810.46s.
[282/300] Average loss: 0.0109, time cost: 752.32s.
[283/300] Average loss: 0.0106, time cost: 796.10s.
[284/300] Average loss: 0.0106, time cost: 768.90s.
[285/300] Average loss: 0.0107, time cost: 780.09s.
[286/300] Average loss: 0.0105, time cost: 748.18s.
[287/300] Average loss: 0.0106, time cost: 753.10s.
[288/300] Average loss: 0.0110, time cost: 771.66s.
[289/300] Average loss: 0.0108, time cost: 768.62s.
[290/300] Average loss: 0.0107, time cost: 770.80s.
[291/300] Average loss: 0.0107, time cost: 742.99s.
[292/300] Average loss: 0.0109, time cost: 714.64s.
[293/300] Average loss: 0.0104, time cost: 740.31s.
[294/300] Average loss: 0.0104, time cost: 762.43s.
[295/300] Average loss: 0.0107, time cost: 778.23s.
[296/300] Average loss: 0.0112, time cost: 684.94s.
[297/300] Average loss: 0.0111, time cost: 744.80s.
[298/300] Average loss: 0.0105, time cost: 749.62s.
[299/300] Average loss: 0.0104, time cost: 757.13s.
[300/300] Average loss: 0.0109, time cost: 798.34s.
[301/320] Average loss: 0.0107, time cost: 765.95s.
[302/320] Average loss: 0.0104, time cost: 699.07s.
[303/320] Average loss: 0.0107, time cost: 797.07s.
[304/320] Average loss: 0.0106, time cost: 786.05s.
[305/320] Average loss: 0.0104, time cost: 724.47s.
[306/320] Average loss: 0.0104, time cost: 765.74s.
[301/320] Average loss: 0.0107, time cost: 757.82s.
[302/320] Average loss: 0.0104, time cost: 685.94s.
[303/320] Average loss: 0.0107, time cost: 802.30s.
[304/320] Average loss: 0.0106, time cost: 756.50s.
[305/320] Average loss: 0.0104, time cost: 728.16s.
[306/320] Average loss: 0.0104, time cost: 767.49s.
[307/320] Average loss: 0.0105, time cost: 803.46s.
[308/320] Average loss: 0.0105, time cost: 768.61s.
[309/320] Average loss: 0.0102, time cost: 711.04s.
[310/320] Average loss: 0.0110, time cost: 742.51s.
[311/320] Average loss: 0.0105, time cost: 782.84s.
[312/320] Average loss: 0.0107, time cost: 737.72s.
[313/320] Average loss: 0.0108, time cost: 770.20s.
[314/320] Average loss: 0.0106, time cost: 748.02s.
[315/320] Average loss: 0.0107, time cost: 734.38s.
[316/320] Average loss: 0.0107, time cost: 738.67s.
[317/320] Average loss: 0.0106, time cost: 780.47s.
[318/320] Average loss: 0.0107, time cost: 743.01s.
[319/320] Average loss: 0.0109, time cost: 721.43s.
[320/320] Average loss: 0.0110, time cost: 786.88s.
